respondent_id,age_group,gender,region,education_level,employment_status,income_band,weekly_behaviour_frequency,monthly_spend,previous_action_attempts,engagement_minutes_monthly,awareness_score,trust_score,confidence_score,change_intention_score,perceived_social_norm_score,service_satisfaction_score,motivation_health,motivation_financial,motivation_social,motivation_convenience,barrier_cost,barrier_time,barrier_habit,barrier_low_confidence,barrier_information,used_digital_tool,sought_support,recent_positive_action,would_recommend_service,preferred_information_channel,preferred_support_type,open_feedback,synthetic_true_segment,survey_weight_seed
R00117,60+,Male,West,Secondary,Employed,Low,3,85.83,1,60,4,4,4,5,2,3,4,2,4,4,2,2,3,3,3,Yes,No,Yes,No,Social media,Self-guided tools,,Engaged and Confident,0.9737
R00118,45-59,Female,West,Postgraduate,Employed,Low,6,,1,50,2,3,2,1,4,2,1,2,2,3,3,3,4,3,3,No,Yes,No,No,Email,Digital coaching,Cost is the main issue for me.,Habit-Driven and Resistant,0.9173
R00119,30-44,Male,North,Postgraduate,Self-employed,Lower-middle,3,103.87,5,65,4,4,4,5,4,3,5,3,5,5,1,2,3,2,3,Yes,Yes,No,No,Friends or family,One-to-one support,Personal advice would be useful.,Ready for Change,0.8708
R00120,30-44,Prefer not to say,Central,Secondary,Self-employed,Lower-middle,4,95.23,2,65,5,4,5,4,4,5,5,4,3,3,3,2,3,2,,No,No,Yes,Yes,Friends or family,Self-guided tools,Clearer information would help.,Engaged and Confident,0.9723
R00121,45-59,Female,North,Vocational,Employed,Prefer not to say,4,78.68,4,27,3,3,1,4,1,3,4,3,4,4,,1,4,4,3,No,No,No,No,Email,Self-guided tools,Cost is the main issue for me.,Interested but Uncertain,1.1875
R00122,60+,Female,,Postgraduate,Employed,Low,4,115.22,1,39,2,3,3,3,3,2,3,3,2,4,4,3,3,4,2,No,Yes,Yes,Yes,Social media,One-to-one support,Digital tools are convenient.,Interested but Uncertain,0.8282
R00123,30-44,Male,North,Secondary,Self-employed,Lower-middle,5,65.72,1,66,4,4,2,4,3,3,3,5,3,3,2,3,3,3,3,Yes,Yes,No,Yes,Email,Self-guided tools,Personal advice would be useful.,Interested but Uncertain,0.7713
R00124,18-29,Male,East,Secondary,Unemployed,Low,6,85.53,2,28,2,3,2,2,4,3,4,3,4,2,1,3,3,3,2,Yes,No,Yes,No,Email,Digital coaching,Clearer information would help.,Interested but Uncertain,0.8361
R00125,30-44,Female,North,Secondary,Employed,Lower-middle,3,60.17,4,89,5,4,3,3,5,3,5,3,4,4,2,3,2,1,2,Yes,Yes,Yes,No,Email,Digital coaching,Clearer information would help.,Engaged and Confident,0.9231
R00126,60+,Male,South,Postgraduate,Employed,Upper-middle,7,93.56,1,34,2,3,1,3,5,1,4,,3,2,2,2,3,4,3,Yes,Yes,,No,Healthcare professional,No support,I prefer flexible support that fits my routine.,Interested but Uncertain,1.1646
R00127,45-59,Female,Central,Undergraduate,Unemployed,Upper-middle,1,84.89,0,45,4,5,4,5,3,4,5,5,4,5,2,1,3,2,1,Yes,Yes,Yes,Yes,Social media,Self-guided tools,I prefer flexible support that fits my routine.,Ready for Change,
R00128,60+,Female,Central,Undergraduate,Employed,Upper-middle,5,122.76,1,,4,4,4,4,4,3,4,4,4,4,3,3,3,,2,Yes,No,No,Yes,Social media,Group support,I need more confidence before taking action.,Engaged and Confident,0.9076
R00129,45-59,Female,West,Undergraduate,Retired,Prefer not to say,2,79.63,1,40,3,4,3,3,4,2,5,3,4,2,3,4,4,3,2,Yes,Yes,No,No,Social media,Self-guided tools,Cost is the main issue for me.,Interested but Uncertain,1.1328
R00130,18-29,Male,South,Postgraduate,Unemployed,Upper-middle,6,109.48,1,31,4,5,2,3,4,3,4,5,5,3,,3,3,4,4,Yes,Yes,No,Yes,Friends or family,Digital coaching,,Interested but Uncertain,0.9337
R00131,,Female,North,Postgraduate,Retired,Prefer not to say,7,84.56,0,45,2,3,2,1,2,3,2,3,3,2,5,5,4,3,4,Yes,No,No,Yes,Friends or family,Group support,Digital tools are convenient.,Habit-Driven and Resistant,0.7052
R00132,30-44,Male,Central,Postgraduate,Employed,Upper-middle,,73.71,0,73,4,5,5,3,4,3,5,5,5,5,2,1,2,2,2,Yes,Yes,Yes,Yes,Community organisation,One-to-one support,,Ready for Change,0.9272
R00133,30-44,Male,Central,Undergraduate,Employed,,5,124.45,0,51,,2,3,2,3,3,3,2,2,2,5,4,4,3,4,No,Yes,No,No,Email,Self-guided tools,,Habit-Driven and Resistant,1.0824
R00134,18-29,Female,North,Postgraduate,Employed,Low,5,89.37,1,,4,3,2,4,3,1,4,3,5,3,3,3,4,2,1,Yes,Yes,Yes,No,Friends or family,Self-guided tools,I prefer flexible support that fits my routine.,Interested but Uncertain,0.9297
R00135,45-59,Male,South,Secondary,Employed,Upper-middle,5,94.0,1,16,3,4,3,2,2,3,3,2,2,2,4,5,4,4,4,No,No,No,Yes,Email,No support,Personal advice would be useful.,Habit-Driven and Resistant,0.7889
R00136,45-59,Female,South,Postgraduate,Self-employed,Upper-middle,6,,0,42,4,3,1,3,4,2,5,3,1,3,3,3,,3,3,Yes,Yes,No,Yes,,Digital coaching,I prefer flexible support that fits my routine.,Interested but Uncertain,1.0955
R00137,60+,Male,Central,Vocational,Employed,Prefer not to say,4,112.32,1,20,2,3,2,2,3,3,1,2,2,3,5,5,3,3,4,No,No,No,Yes,Social media,Self-guided tools,I prefer flexible support that fits my routine.,Habit-Driven and Resistant,0.9341
R00138,30-44,Female,Central,Vocational,Employed,,5,,1,55,3,3,2,1,4,4,2,3,2,3,4,5,4,5,3,No,,,Yes,Email,Group support,Digital tools are convenient.,Habit-Driven and Resistant,1.1809
R00139,60+,Male,South,Undergraduate,Employed,,3,55.26,,80,4,4,2,4,5,3,4,5,2,4,2,1,3,2,3,Yes,Yes,Yes,Yes,Healthcare professional,Group support,Cost is the main issue for me.,Ready for Change,0.8463
R00140,18-29,Female,West,Postgraduate,Employed,Lower-middle,3,74.1,1,65,5,4,4,5,4,2,5,4,4,3,2,1,4,2,1,Yes,Yes,Yes,No,Search engine,Digital coaching,Clearer information would help.,Ready for Change,1.0606
R00141,30-44,Female,East,Postgraduate,Retired,Lower-middle,2,,3,61,4,4,4,4,4,3,5,4,,2,2,2,1,3,1,No,Yes,No,Yes,Search engine,One-to-one support,,Engaged and Confident,1.0045
R00142,30-44,Male,South,Undergraduate,Employed,Upper-middle,7,107.04,,78,3,3,3,,4,3,3,3,3,4,2,3,3,3,3,No,Yes,Yes,No,Community organisation,Group support,I need more confidence before taking action.,Interested but Uncertain,1.0374
R00143,45-59,Male,East,Undergraduate,Employed,Low,5,66.48,1,59,5,4,4,4,4,4,5,5,5,5,2,2,3,2,1,Yes,Yes,Yes,Yes,Friends or family,Self-guided tools,I prefer flexible support that fits my routine.,Ready for Change,0.8883
R00144,45-59,Male,North,Undergraduate,Employed,Lower-middle,7,122.51,2,46,2,2,2,2,2,2,2,3,2,1,4,5,5,5,5,No,No,No,No,Email,Digital coaching,,Habit-Driven and Resistant,1.1418
R00145,60+,Female,Central,Undergraduate,Employed,Lower-middle,1,84.48,1,46,3,4,4,4,4,1,3,5,4,5,3,3,3,5,3,Yes,Yes,No,Yes,Social media,Digital coaching,Clearer information would help.,Interested but Uncertain,1.13
R00146,30-44,,West,Undergraduate,Employed,Lower-middle,4,,1,83,,3,5,4,4,4,4,5,5,5,1,2,3,3,1,Yes,No,Yes,No,Community organisation,No support,I prefer flexible support that fits my routine.,Engaged and Confident,1.0029
R00147,18-29,Female,South,Undergraduate,Employed,Upper-middle,7,126.04,2,33,2,4,1,1,4,3,4,2,2,2,4,5,5,4,4,Yes,No,No,No,Friends or family,Digital coaching,Cost is the main issue for me.,Habit-Driven and Resistant,0.9664
R00148,45-59,Male,Central,Vocational,Employed,Lower-middle,5,67.62,0,62,3,4,5,4,5,4,5,4,4,3,3,2,3,2,3,Yes,No,No,No,Friends or family,Digital coaching,,Engaged and Confident,1.1106
R00149,18-29,Male,South,Postgraduate,Employed,Low,4,64.41,3,24,3,4,5,4,3,5,3,5,3,4,2,2,3,1,2,Yes,No,No,No,Search engine,,Cost is the main issue for me.,Engaged and Confident,0.9007
R00150,30-44,Male,North,Postgraduate,Employed,,5,,3,74,3,4,4,5,4,4,5,4,5,4,2,1,2,2,3,Yes,Yes,Yes,No,Community organisation,One-to-one support,I prefer flexible support that fits my routine.,Ready for Change,1.0462
R00151,18-29,Male,South,Secondary,Employed,Lower-middle,5,117.37,1,23,3,3,2,2,2,,2,2,2,3,5,3,5,,4,No,,No,No,Email,Self-guided tools,Digital tools are convenient.,Habit-Driven and Resistant,0.9295
R00152,60+,Female,Central,Undergraduate,Retired,Lower-middle,5,72.06,4,54,5,4,4,5,4,1,5,5,5,5,2,3,4,3,3,Yes,Yes,Yes,No,Search engine,Digital coaching,Personal advice would be useful.,Ready for Change,0.6912
R00153,60+,Male,East,Vocational,Employed,Lower-middle,4,106.54,1,47,3,4,2,3,3,3,5,4,4,4,3,3,4,4,3,No,No,No,No,Social media,Group support,I prefer flexible support that fits my routine.,Interested but Uncertain,1.0493
R00154,60+,Female,Central,Secondary,Employed,Low,5,87.72,1,72,5,3,4,5,5,2,5,4,4,4,2,2,1,1,2,Yes,No,Yes,No,Friends or family,No support,I need more confidence before taking action.,Engaged and Confident,1.1202
R00155,30-44,Male,East,Undergraduate,Employed,Upper-middle,5,119.97,1,58,3,3,3,3,4,4,4,5,4,3,4,5,3,3,4,No,Yes,No,Yes,Social media,Self-guided tools,Digital tools are convenient.,Interested but Uncertain,0.9498
R00156,45-59,Male,Central,Vocational,Unemployed,Lower-middle,4,87.45,3,46,5,5,3,4,5,2,5,5,3,5,4,3,2,4,3,Yes,No,No,No,Friends or family,Digital coaching,,Interested but Uncertain,0.9155
R00157,30-44,Male,West,Vocational,Employed,Lower-middle,3,,4,83,4,2,4,5,4,3,5,4,4,2,1,3,2,2,1,No,No,Yes,No,Social media,One-to-one support,Clearer information would help.,Engaged and Confident,0.948
R00158,45-59,Male,Central,Secondary,Employed,Lower-middle,3,74.01,2,49,3,4,4,3,2,3,4,3,4,3,2,2,3,3,4,Yes,Yes,Yes,Yes,Search engine,Digital coaching,Digital tools are convenient.,Engaged and Confident,1.0757
R00159,30-44,Female,North,Undergraduate,Student,Upper-middle,5,,2,37,3,5,3,4,4,2,5,4,5,2,2,1,3,2,1,Yes,No,No,,Community organisation,Self-guided tools,,Engaged and Confident,0.6982
R00160,45-59,Female,Central,Secondary,,Upper-middle,3,66.82,2,45,4,4,4,4,5,3,5,5,5,4,1,2,3,2,2,No,Yes,Yes,No,Friends or family,Digital coaching,,Ready for Change,0.9533
R00161,45-59,Female,West,Secondary,Retired,Low,2,89.05,3,51,4,5,5,5,5,3,4,5,4,4,3,1,1,1,1,Yes,Yes,Yes,No,Social media,Digital coaching,,Ready for Change,1.2484
R00162,45-59,Female,East,Secondary,Retired,High,,134.36,3,21,2,3,2,2,1,3,2,3,3,2,4,5,5,4,2,No,No,No,No,Email,Self-guided tools,,Habit-Driven and Resistant,0.8066
R00163,18-29,,Central,Secondary,Self-employed,Low,7,,4,26,2,3,1,3,1,2,3,2,4,3,5,4,4,4,4,No,Yes,No,No,Community organisation,One-to-one support,Personal advice would be useful.,Habit-Driven and Resistant,1.0616
R00164,30-44,Male,Central,Vocational,Self-employed,Lower-middle,7,137.65,1,50,2,3,2,1,2,3,1,1,2,1,4,3,4,5,4,No,Yes,,Yes,Social media,Self-guided tools,Personal advice would be useful.,Habit-Driven and Resistant,0.6817
R00165,30-44,Male,South,Secondary,Employed,Low,3,96.82,2,,2,3,3,4,3,3,4,4,5,4,2,3,2,5,3,Yes,Yes,No,No,Email,One-to-one support,,Interested but Uncertain,0.8477
R00166,30-44,Female,South,Secondary,Employed,Low,1,74.22,2,74,5,4,5,3,3,4,3,3,4,5,2,1,3,2,1,No,No,Yes,No,Social media,No support,Digital tools are convenient.,Engaged and Confident,0.6857
R00167,30-44,Male,Central,Undergraduate,Unemployed,,2,39.82,0,75,4,5,2,4,5,2,4,5,3,3,1,2,4,2,1,Yes,Yes,No,No,Social media,Digital coaching,I need more confidence before taking action.,Ready for Change,1.0706
R00168,18-29,Male,East,Undergraduate,Employed,Lower-middle,6,112.39,4,53,2,3,4,,5,3,5,,4,3,2,2,3,2,3,No,Yes,Yes,No,Email,,Digital tools are convenient.,Ready for Change,1.0732
R00169,18-29,Female,East,Vocational,Employed,Lower-middle,3,96.32,1,18,2,2,2,1,1,3,3,3,2,,4,4,5,3,5,No,Yes,Yes,No,Friends or family,One-to-one support,I am satisfied with the available options.,Habit-Driven and Resistant,1.007
R00170,30-44,Female,South,Undergraduate,Self-employed,Lower-middle,2,66.59,4,36,4,4,4,4,,4,4,4,2,5,1,2,3,2,1,Yes,Yes,Yes,No,Healthcare professional,One-to-one support,Personal advice would be useful.,Ready for Change,0.9924
R00171,30-44,Female,South,Undergraduate,Employed,Lower-middle,7,110.46,1,61,4,3,5,4,4,4,5,4,4,5,2,2,3,3,2,Yes,Yes,No,Yes,Healthcare professional,Digital coaching,Personal advice would be useful.,Ready for Change,1.2428
R00172,30-44,Male,East,Postgraduate,Employed,Upper-middle,4,90.35,2,29,3,3,2,3,4,2,4,1,2,3,2,3,5,4,2,Yes,Yes,Yes,No,Social media,Self-guided tools,I prefer flexible support that fits my routine.,Interested but Uncertain,0.877
R00173,45-59,,Central,Undergraduate,Employed,High,5,112.06,4,82,2,3,2,3,1,3,3,3,1,3,3,3,5,5,5,No,No,No,No,Friends or family,One-to-one support,I prefer flexible support that fits my routine.,Habit-Driven and Resistant,1.0663
R00174,60+,Male,West,,Retired,Upper-middle,6,96.34,4,56,2,4,2,3,3,4,,2,1,2,4,3,4,5,4,No,No,No,No,Social media,Self-guided tools,I am satisfied with the available options.,Habit-Driven and Resistant,1.0438
R00175,60+,Female,West,Postgraduate,Employed,Lower-middle,4,127.04,,13,3,4,4,3,3,2,4,5,2,3,3,1,2,1,4,No,Yes,Yes,No,Email,Self-guided tools,I need more confidence before taking action.,Engaged and Confident,0.9916
R00176,60+,Female,East,Undergraduate,Employed,,7,75.3,2,54,4,4,2,4,3,,4,2,3,3,3,4,3,3,3,Yes,Yes,No,No,,Self-guided tools,,Interested but Uncertain,1.0145
R00177,45-59,Female,West,Vocational,Retired,Low,3,61.37,0,64,4,4,4,3,3,2,5,3,4,3,1,4,3,1,1,Yes,No,Yes,No,Email,No support,Cost is the main issue for me.,Engaged and Confident,0.9229
R00178,45-59,Female,West,Undergraduate,Student,Upper-middle,2,87.43,5,44,4,5,5,4,3,4,4,5,4,4,1,1,3,2,1,Yes,Yes,Yes,No,Social media,No support,I need more confidence before taking action.,Ready for Change,0.889
R00179,30-44,Female,Central,Undergraduate,Retired,,6,110.35,2,37,4,4,3,4,3,4,,4,5,4,2,1,4,2,3,Yes,Yes,No,Yes,Healthcare professional,One-to-one support,Clearer information would help.,Engaged and Confident,1.0528
R00180,45-59,Male,East,Secondary,Self-employed,Lower-middle,5,84.93,4,37,4,3,2,4,4,4,4,4,3,3,3,3,2,5,3,Yes,Yes,Yes,No,Friends or family,One-to-one support,Digital tools are convenient.,Interested but Uncertain,
R00181,60+,,West,Undergraduate,Employed,Upper-middle,3,87.03,0,29,2,4,5,2,4,4,4,4,4,4,2,1,2,1,2,Yes,No,No,No,Social media,Group support,Digital tools are convenient.,Engaged and Confident,1.0111
R00182,18-29,Male,South,Undergraduate,Retired,High,3,64.71,0,73,2,5,4,4,4,2,4,3,4,4,1,2,2,2,,Yes,No,Yes,No,Friends or family,,Personal advice would be useful.,Engaged and Confident,1.0301
R00183,18-29,Prefer not to say,West,Postgraduate,Self-employed,,2,91.72,6,,3,4,3,3,5,3,2,4,3,2,2,2,2,2,2,No,Yes,Yes,Yes,Search engine,Digital coaching,Clearer information would help.,Engaged and Confident,0.8986
R00184,45-59,Male,West,Vocational,Unemployed,Prefer not to say,2,80.66,2,28,4,4,4,5,4,2,4,4,5,3,2,1,3,2,1,Yes,Yes,Yes,No,Community organisation,Digital coaching,I prefer flexible support that fits my routine.,Ready for Change,0.8018
R00185,18-29,Male,East,Secondary,Employed,Lower-middle,5,87.7,2,26,,3,3,4,5,4,3,4,5,3,3,2,2,4,3,No,Yes,No,No,Email,Self-guided tools,Clearer information would help.,Interested but Uncertain,0.7168
R00186,30-44,Female,North,Secondary,Employed,,,115.14,0,21,3,4,3,2,4,3,4,,5,3,4,2,4,3,4,No,No,No,Yes,Search engine,One-to-one support,Clearer information would help.,Interested but Uncertain,1.0317
R00187,45-59,Female,Central,Vocational,Unemployed,Lower-middle,5,79.96,2,53,4,3,4,5,5,4,4,5,4,4,1,1,2,3,1,No,No,Yes,No,Social media,No support,I am satisfied with the available options.,Ready for Change,1.0331
R00188,30-44,Female,West,Vocational,Employed,Upper-middle,5,79.62,5,68,5,3,3,4,5,3,3,4,5,3,2,3,2,5,4,No,Yes,No,Yes,Friends or family,Self-guided tools,I prefer flexible support that fits my routine.,Interested but Uncertain,0.8906
R00189,45-59,Male,Central,Postgraduate,Employed,,5,93.65,1,85,4,2,3,4,4,3,2,3,3,4,3,3,4,3,2,No,No,Yes,No,Friends or family,Digital coaching,I prefer flexible support that fits my routine.,Interested but Uncertain,0.8345
R00190,45-59,Male,West,Secondary,Employed,Lower-middle,3,90.42,1,49,3,3,3,4,4,3,3,2,4,2,4,2,4,4,3,Yes,Yes,No,No,Healthcare professional,Digital coaching,Clearer information would help.,Interested but Uncertain,0.6956
R00191,45-59,Male,South,Undergraduate,Employed,Prefer not to say,5,102.06,1,36,1,3,3,1,2,3,2,2,3,1,4,4,5,4,2,No,No,No,Yes,Social media,One-to-one support,Digital tools are convenient.,Habit-Driven and Resistant,0.9665
R00192,30-44,Female,Central,Secondary,Employed,Upper-middle,5,130.01,2,52,4,3,4,5,4,3,5,4,3,3,2,3,2,3,1,Yes,Yes,Yes,No,Email,One-to-one support,Personal advice would be useful.,Engaged and Confident,0.9967
R00193,45-59,Female,West,Vocational,Employed,Upper-middle,6,137.63,2,32,4,3,2,2,2,3,3,2,1,1,4,4,5,4,3,Yes,Yes,No,No,Social media,Self-guided tools,Clearer information would help.,Habit-Driven and Resistant,0.8159
R00194,30-44,Male,Central,Vocational,Employed,Low,4,70.79,0,66,5,4,4,5,4,3,5,4,5,4,1,2,2,1,1,Yes,Yes,No,No,Search engine,Digital coaching,,Ready for Change,0.9222
R00195,18-29,Male,West,Secondary,Employed,High,4,88.01,1,46,3,2,2,3,4,4,5,4,5,3,2,4,3,4,2,Yes,Yes,No,No,Healthcare professional,No support,,Interested but Uncertain,1.096
R00196,45-59,Male,North,Undergraduate,Employed,Prefer not to say,7,68.37,1,62,2,4,3,4,4,4,4,4,1,4,2,5,3,4,1,Yes,Yes,No,No,Social media,Group support,Personal advice would be useful.,Interested but Uncertain,0.7563
R00197,18-29,Female,Central,Undergraduate,Retired,Prefer not to say,4,,0,48,5,4,5,5,3,4,5,4,4,5,2,2,4,2,1,Yes,No,Yes,Yes,Email,Self-guided tools,,Engaged and Confident,0.855
R00198,45-59,Female,South,Vocational,Employed,Lower-middle,6,164.48,1,43,4,3,2,4,4,1,3,3,4,2,5,3,3,4,4,Yes,Yes,Yes,No,Friends or family,Group support,I am satisfied with the available options.,Interested but Uncertain,1.1598
R00199,18-29,Male,North,Secondary,Unemployed,Upper-middle,6,145.01,1,5,2,3,2,2,2,2,1,1,3,2,4,5,3,4,4,No,No,No,No,Healthcare professional,One-to-one support,Cost is the main issue for me.,Habit-Driven and Resistant,1.0176
R00200,30-44,Female,East,Postgraduate,Employed,Upper-middle,7,77.47,2,51,4,2,2,3,3,3,4,4,4,4,2,1,3,2,1,Yes,Yes,Yes,Yes,,Self-guided tools,I am satisfied with the available options.,Interested but Uncertain,0.8911
R00201,30-44,Male,South,Undergraduate,Employed,Lower-middle,6,,0,40,2,3,2,1,2,3,3,1,1,2,5,,5,4,3,No,Yes,No,No,Social media,One-to-one support,Clearer information would help.,Habit-Driven and Resistant,0.9193
R00202,45-59,Female,North,Undergraduate,Unemployed,Lower-middle,3,90.84,0,70,3,3,4,3,2,3,3,5,4,3,2,4,3,2,1,Yes,,No,No,Social media,Self-guided tools,I need more confidence before taking action.,Engaged and Confident,0.9778
R00203,30-44,Male,West,Vocational,Retired,Lower-middle,3,92.65,2,64,3,3,4,3,4,4,3,4,4,4,1,1,2,1,1,Yes,No,Yes,Yes,Search engine,One-to-one support,,Engaged and Confident,0.8214
R00204,60+,Female,Central,Vocational,Employed,Lower-middle,2,79.4,2,,4,3,5,4,2,2,4,5,3,3,3,1,2,2,1,Yes,No,No,No,Social media,One-to-one support,Digital tools are convenient.,Engaged and Confident,0.9657
R00205,60+,Male,North,Secondary,Unemployed,,2,74.89,3,62,4,4,3,5,4,4,5,,4,4,3,3,3,2,1,No,Yes,No,Yes,Friends or family,Digital coaching,Clearer information would help.,Ready for Change,0.8747
R00206,30-44,Female,South,Undergraduate,Student,Low,3,68.35,3,69,5,4,4,4,3,4,4,4,2,3,3,2,1,1,1,Yes,Yes,No,No,Community organisation,Digital coaching,I am satisfied with the available options.,Engaged and Confident,0.8638
R00207,18-29,Male,Central,Secondary,Employed,Lower-middle,4,42.02,1,81,4,3,3,4,5,3,5,4,4,4,1,3,3,2,2,Yes,No,Yes,No,Friends or family,Group support,Clearer information would help.,Engaged and Confident,0.8434
R00208,45-59,Male,East,Postgraduate,Retired,,1,59.41,1,58,5,3,5,5,,4,4,4,3,3,1,1,4,1,2,Yes,Yes,Yes,No,Search engine,Digital coaching,Clearer information would help.,Engaged and Confident,0.9651
R00209,30-44,Female,South,Postgraduate,Self-employed,Lower-middle,5,82.02,4,59,3,3,2,2,2,4,3,2,,2,4,3,4,4,3,Yes,Yes,No,Yes,Email,Digital coaching,Personal advice would be useful.,Habit-Driven and Resistant,0.9448
R00210,30-44,Female,East,Vocational,Unemployed,Upper-middle,4,114.1,2,47,2,2,3,2,3,2,1,2,1,2,4,4,,4,5,No,No,No,No,Email,Group support,Cost is the main issue for me.,Habit-Driven and Resistant,0.9675
R00211,45-59,Female,South,Undergraduate,Employed,Lower-middle,6,95.49,2,63,4,4,2,4,3,4,5,4,3,,3,3,3,3,2,No,Yes,No,Yes,Social media,Self-guided tools,I need more confidence before taking action.,Interested but Uncertain,1.0006
R00212,18-29,Male,,Undergraduate,Unemployed,Upper-middle,6,132.46,3,82,3,,4,3,3,4,4,3,4,3,1,2,3,1,1,Yes,Yes,Yes,No,Healthcare professional,One-to-one support,Cost is the main issue for me.,Engaged and Confident,1.1344
R00213,18-29,Male,West,Postgraduate,Employed,High,1,89.07,,52,3,3,1,4,3,4,5,3,3,3,3,4,2,3,3,No,Yes,Yes,No,Community organisation,Self-guided tools,Clearer information would help.,Interested but Uncertain,1.0016
R00214,45-59,Male,North,Undergraduate,Employed,,3,112.59,0,73,4,4,3,4,4,4,3,3,3,4,3,1,3,2,1,Yes,Yes,No,Yes,Social media,One-to-one support,I am satisfied with the available options.,Engaged and Confident,0.65
R00215,30-44,Female,,Secondary,Employed,Low,5,134.17,2,47,3,3,,4,4,2,3,3,4,3,4,3,4,3,3,Yes,Yes,Yes,No,Friends or family,One-to-one support,Digital tools are convenient.,Interested but Uncertain,0.9304
R00216,30-44,Female,North,Undergraduate,Self-employed,Low,3,,0,23,2,4,2,3,4,3,4,4,2,3,3,4,4,3,3,,Yes,No,No,Healthcare professional,Digital coaching,I prefer flexible support that fits my routine.,Interested but Uncertain,1.1219
